ros_time,odom_x,odom_y,odom_z,gt_x,gt_y,gt_z,drift_dx,drift_dy,drift_dz,drift_dist,source
1747219400.057488420,-57.47183306572345,8.290088174355583,0.0,-57.28636618959315,8.115606316845092,0.0,-0.18546687613029889,0.17448185751049117,0.0,0.25464068948587726,odom
1747219400.190837738,-57.503895437861914,8.259523406491338,0.0,-57.28636618959315,8.115606316845092,0.0,-0.21752924826876097,0.14391708964624605,0.0,0.26082772579735053,odom
1747219400.190837738,-57.503895437861914,8.259523406491338,0.0,-57.35973660244535,8.035975639714241,0.0,-0.14415883541656171,0.22354776677709687,0.0,0.2659988230419199,gt
1747219400.324155742,-57.53739492248108,8.223689165286022,0.0,-57.35973660244535,8.035975639714241,0.0,-0.17765832003572513,0.18771352557178034,0.0,0.2584547278741551,odom
1747219400.424163896,-57.562540025143946,8.19648684905071,0.0,-57.35973660244535,8.035975639714241,0.0,-0.20280342269859375,0.16051120933646956,0.0,0.25863695903895956,odom
1747219400.424163896,-57.562540025143946,8.19648684905071,0.0,-57.43335480128419,7.954738499492629,0.0,-0.12918522385975706,0.24174834955808144,0.0,0.27410050451933116,gt
1747219400.557453282,-57.596126599073266,8.159854188443632,0.0,-57.43335480128419,7.954738499492629,0.0,-0.1627717977890768,0.20511568895100218,0.0,0.261853210805849,odom
1747219400.657454777,-57.61023223267086,8.142140073479167,0.0,-57.43335480128419,7.954738499492629,0.0,-0.17687743138667145,0.18740157398653778,0.0,0.2576916290192184,odom
1747219400.657454777,-57.61023223267086,8.142140073479167,0.0,-57.50650744078522,7.87069639773401,0.0,-0.10372479188563943,0.27144367574515726,0.0,0.29058647861482007,gt
1747219400.790805742,-57.6426438103552,8.106045513375895,0.0,-57.50650744078522,7.87069639773401,0.0,-0.1361363695699822,0.23534911564188477,0.0,0.27188658913803015,odom
